Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_10579	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
ASV_10580	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sulfuricella	Unclassified
ASV_10583	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10586	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	Unclassified
ASV_10585	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Unclassified	Unclassified
ASV_10597	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Unclassified
ASV_10587	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10594	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Unclassified
ASV_10588	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10592	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto	Unclassified
ASV_10599	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10600	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10593	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	Unclassified
ASV_10589	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Unclassified
ASV_10598	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	Unclassified
ASV_10596	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10595	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified	Unclassified
ASV_10606	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Unclassified
ASV_10603	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Unclassified
ASV_10591	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Unclassified
ASV_10602	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10610	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10611	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10608	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unclassified	Unclassified	Unclassified
ASV_10604	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	Unclassified
ASV_10612	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10613	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10615	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10614	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_10619	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Unclassified	Unclassified
ASV_10621	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	Unclassified
ASV_10620	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto	Unclassified
ASV_10622	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Unclassified	Unclassified
ASV_10623	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10609	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10631	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10634	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10624	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Unclassified
ASV_10637	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Breznakibacter	Unclassified
ASV_10633	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10626	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10625	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10630	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unclassified	Unclassified	Unclassified
ASV_10628	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified	Unclassified
ASV_10636	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10632	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10627	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Unclassified
ASV_10644	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10635	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10639	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Unclassified	Unclassified
ASV_10645	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Unclassified
ASV_10642	Bacteria	Rhodothermaeota	Rhodothermia	Rhodothermales	Unclassified	Unclassified	Unclassified
ASV_10648	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Unclassified
ASV_10643	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Unclassified	Unclassified
ASV_10649	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Unclassified	Unclassified
ASV_10641	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Unclassified	Unclassified
ASV_10647	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unclassified
ASV_10651	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10652	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Unclassified	Unclassified
ASV_10657	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_10656	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10671	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10658	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto	Unclassified
ASV_10659	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_10669	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10666	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unclassified
ASV_10663	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	Unclassified
ASV_10661	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Novosphingobium	Unclassified
ASV_10672	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10677	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Williamwhitmaniaceae	Acetobacteroides	Unclassified
ASV_10664	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unclassified	Unclassified
ASV_10679	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10670	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV_10685	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10668	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Unclassified
ASV_10673	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10674	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_10675	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	Unclassified	Unclassified
ASV_10676	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10682	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unclassified
ASV_10683	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Labilitrichaceae	Unclassified
ASV_10678	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	Unclassified
ASV_10681	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae2	Virgibacillus	Unclassified
ASV_10687	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10686	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Unclassified	Unclassified
ASV_10689	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Unclassified
ASV_10690	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Unclassified
ASV_10691	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatiglans	Unclassified
ASV_10692	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10660	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unclassified
ASV_10693	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Unclassified	Unclassified
ASV_10695	Bacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10694	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Unclassified	Unclassified
ASV_10700	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_10697	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10698	Bacteria	Chloroflexi	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10702	Bacteria	Bacteroidetes	Saprospiria	Saprospirales	Unclassified	Unclassified	Unclassified
ASV_10696	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodoplanes	Unclassified
ASV_10704	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified	Unclassified
ASV_10712	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10699	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto	Unclassified
ASV_10703	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10709	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Unclassified	Unclassified	Unclassified
ASV_10708	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_10705	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Ancalomicrobiaceae	Ancalomicrobium	Unclassified
ASV_10711	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	Unclassified
ASV_10706	Bacteria	Actinobacteria	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10715	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_10713	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unclassified	Unclassified	Unclassified
ASV_10716	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_10720	Bacteria	Firmicutes	Clostridia	Clostridiales	Unclassified	Unclassified	Unclassified
ASV_10718	Bacteria	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10724	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Lacipirellulaceae	Lacipirellula	Unclassified
ASV_10722	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	Unclassified
ASV_10726	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unclassified	Unclassified
ASV_10723	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10727	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified	Unclassified
ASV_10728	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_10731	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Unclassified
ASV_10733	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unclassified
ASV_10740	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Unclassified	Unclassified	Unclassified
ASV_10734	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10730	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	Unclassified
ASV_10736	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Unclassified
ASV_10739	Bacteria	Acidobacteria	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	Unclassified
ASV_10737	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Unclassified	Unclassified
ASV_10741	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae1	Clostridiumsensustricto	Unclassified
ASV_10742	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV_10738	Bacteria	Actinobacteria	Actinobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10744	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Unclassified
ASV_10746	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus	Unclassified
ASV_10743	Bacteria	Actinobacteria	Thermoleophilia	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10747	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10748	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Unclassified	Unclassified	Unclassified
ASV_10749	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae1	Paenibacillus	Unclassified
ASV_10756	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10752	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10750	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unclassified	Unclassified	Unclassified
ASV_10751	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Unclassified
ASV_10753	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Unclassified
ASV_10757	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10755	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10729	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Unclassified	Unclassified
ASV_10761	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Unclassified	Unclassified
ASV_10762	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Unclassified	Unclassified
ASV_10758	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10765	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10764	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Unclassified
ASV_10767	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10768	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Unclassified	Unclassified
ASV_10766	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
ASV_10763	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unclassified	Unclassified
ASV_10769	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10774	Bacteria	Verrucomicrobia	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10778	Bacteria	Planctomycetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10794	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10773	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10770	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Unclassified
ASV_10772	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Unclassified	Unclassified
ASV_10779	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10789	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unclassified	Unclassified
ASV_10776	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Novosphingobium	Unclassified
ASV_10781	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Sulfuritalea	Unclassified
ASV_10786	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unclassified	Unclassified
ASV_10791	Bacteria	Bacteroidetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10787	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Unclassified
ASV_10795	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10788	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Steroidobacteraceae	Unclassified	Unclassified
ASV_10792	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Unclassified	Unclassified
ASV_10797	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10790	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10798	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Unclassified
ASV_10799	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Unclassified
ASV_10803	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10802	Bacteria	Proteobacteria	Deltaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10805	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10810	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Unclassified
ASV_10809	Bacteria	Planctomycetes	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10804	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unclassified	Unclassified	Unclassified
ASV_10807	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Unclassified
ASV_10800	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Unclassified
ASV_10818	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10813	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10812	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unclassified
ASV_10814	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10815	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10826	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unclassified	Unclassified
ASV_10817	Bacteria	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified
ASV_10830	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	Unclassified
