id	DclMut1	DclMut2	JmjMut	SdgMut
162	ASV_80	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
163	ASV_81	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
164	ASV_621	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
165	ASV_487	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
166	ASV_859	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
167	ASV_10262	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
168	ASV_776	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
169	ASV_966	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
170	ASV_44	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
171	ASV_150	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
172	ASV_90	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
173	ASV_175	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
174	ASV_2472	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
175	ASV_4346	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
176	ASV_1444	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
177	ASV_331	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
178	ASV_954	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
179	ASV_915	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
180	ASV_494	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
181	ASV_92	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
182	ASV_270	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
183	ASV_1631	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
184	ASV_1834	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
185	ASV_50	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
186	ASV_168	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
187	ASV_1577	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
188	ASV_399	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
189	ASV_7867	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
190	ASV_3331	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
191	ASV_106	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
192	ASV_4840	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
193	ASV_242	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
194	ASV_474	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
195	ASV_1684	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
196	ASV_69	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
197	ASV_1244	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
198	ASV_55	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
199	ASV_385	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
200	ASV_592	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
201	ASV_363	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
202	ASV_395	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
203	ASV_60	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
204	ASV_818	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
205	ASV_561	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
206	ASV_1117	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
207	ASV_98	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_D
208	ASV_1720	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
209	ASV_101	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
210	ASV_480	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
211	ASV_528	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
212	ASV_24443	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
213	ASV_2013	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
214	ASV_269	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
215	ASV_239	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
216	ASV_311	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
217	ASV_384	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
218	ASV_2540	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
219	ASV_205	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
220	ASV_113	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
221	ASV_1607	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
222	ASV_5709	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
223	ASV_764	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_D
224	ASV_1843	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
225	ASV_26	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
226	ASV_398	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
227	ASV_1920	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
228	ASV_330	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
229	ASV_5091	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
230	ASV_1554	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
231	ASV_87	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
232	ASV_8683	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
233	ASV_354	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
234	ASV_335	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
235	ASV_156	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
236	ASV_7	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
237	ASV_194	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_N
238	ASV_245	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
239	ASV_124	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
240	ASV_457	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
241	ASV_400	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
242	ASV_1519	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
243	ASV_455	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
244	ASV_1197	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
245	ASV_392	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
246	ASV_204	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
247	ASV_893	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
248	ASV_1191	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
249	ASV_2979	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
250	ASV_2487	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
251	ASV_2852	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
252	ASV_24355	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
253	ASV_197	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
254	ASV_286	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
255	ASV_2419	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
256	ASV_484	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
257	ASV_1372	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
258	ASV_754	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
259	ASV_873	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
260	ASV_453	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
261	ASV_432	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
262	ASV_59	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
263	ASV_2077	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
264	ASV_1562	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
265	ASV_338	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
266	ASV_58	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
267	ASV_577	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
268	ASV_323	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
269	ASV_29	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
270	ASV_295	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
271	ASV_88	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
272	ASV_541	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_N
273	ASV_471	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
274	ASV_5373	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
275	ASV_128	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
276	ASV_911	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
277	ASV_52	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
278	ASV_556	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
279	ASV_802	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
280	ASV_85	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
281	ASV_260	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
282	ASV_3645	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
283	ASV_865	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
284	ASV_273	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
285	ASV_93	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
286	ASV_663	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_D
287	ASV_853	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
288	ASV_275	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
289	ASV_4903	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
290	ASV_12058	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
291	ASV_460	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
292	ASV_254	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
293	ASV_473	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
294	ASV_3384	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
295	ASV_1679	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
296	ASV_1019	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
297	ASV_2690	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
298	ASV_1968	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
299	ASV_130	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
300	ASV_3412	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
301	ASV_2276	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
302	ASV_2164	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
303	ASV_312	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
304	ASV_419	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
305	ASV_4077	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
306	ASV_745	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
307	ASV_3478	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
308	ASV_1935	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_N
309	ASV_368	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
310	ASV_1118	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
311	ASV_1724	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
312	ASV_115	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_E
313	ASV_507	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
314	ASV_86	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
315	ASV_135	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
316	ASV_28	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_E	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
317	ASV_4051	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
318	ASV_3667	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
319	ASV_418	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
320	ASV_3270	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
321	ASV_1771	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
322	ASV_1026	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
