id	DclMut1	DclMut2	JmjMut	SdgMut
103	ASV_1268	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
104	ASV_3117	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
105	ASV_1189	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
106	ASV_771	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
107	ASV_72	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
108	ASV_1819	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
109	ASV_697	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
110	ASV_964	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
111	ASV_162	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
112	ASV_71	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
113	ASV_277	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
114	ASV_2930	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
115	ASV_2224	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
116	ASV_1592	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
117	ASV_1433	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
118	ASV_927	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
119	ASV_627	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
120	ASV_2701	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
121	ASV_63	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
122	ASV_654	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
123	ASV_461	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
124	ASV_596	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
125	ASV_452	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
126	ASV_3803	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
127	ASV_557	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
128	ASV_2794	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
129	ASV_636	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
130	ASV_612	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
131	ASV_111	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_D
132	ASV_53	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
133	ASV_1187	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
134	ASV_1518	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_D	SdgMutLsR_Zh11WtLsR_N
135	ASV_643	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
136	ASV_2246	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
137	ASV_309	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
138	ASV_1527	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
139	ASV_320	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
140	ASV_5355	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
141	ASV_251	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_D	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
142	ASV_795	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
143	ASV_827	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
144	ASV_3795	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
145	ASV_947	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_D
146	ASV_179	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_E
147	ASV_200	DclMut1LsR_NipWtLsR_D	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
148	ASV_298	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
149	ASV_605	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
150	ASV_2950	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
151	ASV_617	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
152	ASV_1532	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
153	ASV_2557	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
154	ASV_233	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
155	ASV_6645	DclMut1LsR_NipWtLsR_E	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
156	ASV_1267	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
157	ASV_2802	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
158	ASV_3469	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_D
159	ASV_807	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
160	ASV_8659	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_N	SdgMutLsR_Zh11WtLsR_N
161	ASV_210	DclMut1LsR_NipWtLsR_N	DclMut2LsR_NipWtLsR_N	JmjMutLsR_DjWtLsR_E	SdgMutLsR_Zh11WtLsR_N
