NipWtLsR01	NipWtLsR02	NipWtLsR03	NipWtLsR04	NipWtLsR05	NipWtLsR06	NipWtLsR07	NipWtLsR08	NipWtLsR09	NipWtLsR10	NipWtLsR11	NipWtLsR12	NipWtLsR13	NipWtLsR14	NipWtLsR15	DjWtLsR01	DjWtLsR02	DjWtLsR03	DjWtLsR04	DjWtLsR05	DjWtLsR06	DjWtLsR07	DjWtLsR08	DjWtLsR09	DjWtLsR10	DjWtLsR11	DjWtLsR12	DjWtLsR13	DjWtLsR14	DjWtLsR15	Zh11WtLsR01	Zh11WtLsR02	Zh11WtLsR03	Zh11WtLsR04	Zh11WtLsR05	Zh11WtLsR06	Zh11WtLsR07	Zh11WtLsR08	Zh11WtLsR09	Zh11WtLsR10	Zh11WtLsR11	Zh11WtLsR12	Zh11WtLsR13	Zh11WtLsR14	Zh11WtLsR15
ASV_2975	0.0149621	0.02772131	0.03916705	0.02413585	0.01784026	0.03773788	0.02488336	0.02528189	0.01772547	0.04858824	0.00688101	0.02362231	0.01592638	0.02353297	0.02687179	0.03595182	0.03642921	0.04555148	0.02091144	0.01923077	0.11235127	0.02983802	0.02347087	0.06031818	0.03216533	0.03955026	0.02592999	0.0135462	0.01731332	0	0.06204174	0.01730836	0.00450694	0.04839936	0.06352642	0.0538124	0.06965294	0.05629468	0.05503118	0.05716426	0.03397961	0.04084888	0.06763002	0.0123629	0.01692119
ASV_975	0.02659928	0.02217705	0.05385469	0.00517197	0.02854441	0.01976746	0.02695697	0.00168546	0.01772547	0.01619608	0.01204177	0.01349846	0.02654397	0.0319376	0.04366666	0.01398127	0.01457168	0.02691679	0.01045572	0.00641026	0.00368365	0.03836317	0.03520631	0.01130966	0.01608266	0.02448349	0.02393537	0.01548137	0.05367129	0.01136902	0.02444068	0.00961575	0.00901388	0.01613312	0.0235283	0.01448795	0.0096073	0.00750596	0.0150085	0.01182709	0.0119928	0.01361629	0.02930634	0.03885484	0.01903634
ASV_231	0.00332491	0.00554426	0.00652784	0.01034394	0.00892013	0.00539113	0.00207361	0.0168546	0.00709019	0.02699347	0.00860126	0.01349846	0.01415679	0.00840463	0.00671795	0.00399465	0.0091073	0.00828209	0.00746837	0.00641026	0.00184182	0.02131287	0.00234709	0.00942472	0.00804133	0.01130007	0.01196769	0.00193517	0.02077598	0.01326386	0.00188005	0.00961575	0.00450694	0.01613312	0.00705849	0.01448795	0.00720548	0.01688841	0.00166761	0.02562536	0.009994	0.00778074	0.00225433	0.01589516	0.00846059
ASV_172	0.02659928	0	0.00979176	0.01034394	0.01248818	0.00539113	0.00829445	0.00168546	0.01063528	0.07558171	0.00516076	0.00168731	0	0.06219428	0.01007692	0.00399465	0.00546438	0.03933992	0.01493674	0.00641026	0.00368365	0.00213129	0.01173544	0.00376989	0.00804133	0.01506676	0.00797846	0.00193517	0.02077598	0.00568451	0.07708216	0.00576945	0	0	0.00941132	0.02483649	0	0.00375298	0.00333522	0.02168299	0.0019988	0.0252874	0.00901734	0.00176613	0.00211515
ASV_1115	0	0.00554426	0.00652784	0.0155159	0.00892013	0.0557083	0.08087092	0.00337092	0.00709019	0.03419173	0.00344051	0.01349846	0.00884799	0.00840463	0.00839743	0.01597859	0	0.06211566	0.01941777	0.03044872	0.03131101	0.02131287	0.03520631	0.04712358	0.03216533	0.03955026	0.05185998	0.03483309	0.0813726	0.03600189	0.00564016	0.09038809	0.01126735	0.01152366	0	0.01862737	0.00720548	0.02627085	0.01667612	0.08673198	0.04397362	0.01750666	0.02479767	0	0.02961208
ASV_1956	0.00831228	0.00554426	0.02121548	0.00861995	0.0071361	0.00898521	0.09953344	0.02022551	0.08685479	0.00179956	0.02752404	0.00843654	0.01238719	0.01512834	0.09237177	0.03195718	0.02003606	0.02484626	0	0	0.01473459	0.00852515	0.01408252	0.03392898	0.02211366	0.00941673	0.04388152	0.00193517	0.02077598	0.04737091	0.01316037	0.00576945	0.01352082	0.00691419	0.00941132	0.00413942	0.00240183	0	0.00166761	0.01182709	0.0059964	0.02334222	0.01127167	0.01589516	0
ASV_2320	0.02327437	0.00369617	0	0.03620378	0.00892013	0.00359408	0.00414723	0.00674184	0	0	0	0	0.08140152	0.00504278	0	0.00199732	0.01639314	0.03105783	0.00448102	0.00160256	0.0534129	0.00639386	0	0.00376989	0.00201033	0.00188335	0	0.01935172	0.00692533	0	0.00376011	0.02307781	0	0.00921893	0.01176415	0.01448795	0.00480365	0.01688841	0.0150085	0.03745245	0.01599041	0.03306814	0.01803467	0.00706452	0.00846059
ASV_593	0.00166246	0.00369617	0.00163196	0.00517197	0.00535208	0	0.00207361	0.00168546	0	0.00719826	0	0.00168731	0	0	0.00167949	0.00199732	0.00728584	0	0.00149367	0.00160256	0.00184182	0.00852515	0	0.00188494	0	0.00565004	0.00199461	0	0	0	0	0.00192315	0	0	0.00235283	0	0.00720548	0	0	0	0.0039976	0	0.00225433	0	0.00211515
ASV_3680	0	0.00369617	0.00163196	0	0	0	0	0.0168546	0.00177255	0	0.00172025	0	0.0017696	0.00168093	0	0	0.00546438	0	0.00746837	0	0	0.00213129	0	0.00188494	0	0.00188335	0	0	0	0	0.00376011	0	0	0.00460946	0	0	0	0	0	0.00197118	0	0.01556148	0	0	0
ASV_872	0.00664982	0.00924044	0.00652784	0.01206793	0.00535208	0.00539113	0.00829445	0.00337092	0.01949801	0.00179956	0.00688101	0.00337462	0.00707839	0.01176649	0	0.00399465	0.00546438	0.00828209	0	0	0.00368365	0.00213129	0.00704126	0.00376989	0	0.00753338	0.00199461	0.00774069	0.005194	0.00189484	0.00752021	0	0.00225347	0.00460946	0.00941132	0.00413942	0	0	0.00333522	0	0.009994	0.01945185	0.00450867	0.00353226	0.00211515
ASV_289	0.01662455	0.02772131	0.03590313	0.02413585	0.12488181	0.38995813	0.01036807	0.05056379	0.17016449	0.05218737	0.18750753	0.0421827	0.07255353	0.03025668	0.01511538	0.01198394	0.06192966	0.04762201	0.0059747	0.13782051	0.0073673	0.18755328	0.53044172	0.28274146	0.036186	0.02825018	0.4807021	0.16255443	0.10907391	0.03221222	0.04136116	0.01346206	0.00676041	0.02996151	0.05882076	0.01448795	0.17293143	0.83879079	0.27849114	0.43760226	0.10393764	0.02139703	0.01803467	0.0123629	0.26227844
ASV_2675	0.05153611	0.04989836	0.04569489	0.12240324	0.09276934	0.08805506	0.02073613	0.04550741	0.05849404	0.10617431	0.0653696	0.12823541	0.06901433	0.04370409	0.04534614	0.35152895	0.04371505	0.04762201	0.03286083	0.11057692	0.04972925	0.0831202	0.17837863	0.0829375	0.10855799	0.09040059	0.11568764	0.04837929	0.08310393	0.47560398	0.11468321	0.14231317	0.13520822	0.07836087	0.05646793	0.0269062	0.03122373	0.66240078	0.0433579	0.34298555	0.21986808	0.15366959	0.10369936	0.04062097	0.10575743
ASV_6084	0	0.00739235	0	0.03103181	0	0	0	0	0.0265882	0.00719826	0.00516076	0	0	0.01849019	0.00167949	0	0.00546438	0.00621157	0.00448102	0	0	0.0170503	0	0.00188494	0.00201033	0.00188335	0	0	0.03462664	0	0.00376011	0.00576945	0.00901388	0.00230473	0.00705849	0.00413942	0	0.11071288	0	0	0	0	0	0.00176613	0
ASV_8665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7050	0.01329964	0.00184809	0.00326392	0	0.00178403	0	0.00207361	0	0.00177255	0.00179956	0.00344051	0.00168731	0	0	0.00167949	0	0.00182146	0	0.00149367	0.00320513	0	0.00213129	0.00704126	0	0	0	0	0.00774069	0	0.03031739	0.00188005	0.01346206	0	0	0	0	0.00240183	0.04128277	0	0.00197118	0.0019988	0	0.00225433	0.00176613	0.0042303
ASV_510	0.00332491	0.00184809	0.00326392	0.00172399	0.00356805	0.00898521	0.01244168	0.00674184	0.00886273	0.00179956	0.00344051	0.01012385	0	0.00336185	0.00167949	0.00399465	0.00364292	0.0186347	0.15982315	0.01762821	0.01473459	0.00426257	0.07275971	0.00753977	0.02010333	0.01883346	0.01196769	0.00193517	0.01211932	0.01705353	0.02444068	0.04230932	0.01352082	0.04609463	0.00705849	0.02276679	0	0.01876489	0.00333522	0.02956772	0.02998201	0.01167111	0.05861268	0.0123629	0.02115149
ASV_137	0.00498737	0.00184809	0.01468764	0.00689596	0.00892013	0.01078225	0.00207361	0.00168546	0.00709019	0.00359913	0.01032152	0.00843654	0.0035392	0.00504278	0.00671795	0.00399465	0.00182146	0.00828209	0.00149367	0	0.00184182	0.0170503	0.00469417	0.00753977	0.00201033	0.01130007	0	0.00967586	0.00173133	0.00757935	0.00940026	0	0.01802776	0.00460946	0.01646981	0.00620912	0.01681278	0.00375298	0.00333522	0.00197118	0.0059964	0.00389037	0.006763	0.01412903	0.00211515
ASV_4446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_7196	0.00332491	0.06837923	0.00163196	0.03447979	0.09633739	0.01078225	0.00622084	0.00674184	0.00531764	0.00539869	0.01204177	0.01518577	0.02654397	0.01008556	0.03191025	0.06591168	0.02367899	0	0.01493674	0.06570513	0.1068258	0.01918159	0.00938835	0.01507954	0.024124	0.00376669	0.00997307	0.00387034	0.00346266	0	0.01504042	0.0038463	0	0.01613312	0.01411698	0.01241825	0.00720548	0.00750596	0	0.01774063	0.0019988	0.01750666	0.006763	0.00176613	0
ASV_1056	0.06483575	0.02772131	0.01958352	0.02413585	0.02676039	0.03773788	0.01244168	0.05393471	0.02836075	0.0305926	0.01376202	0.02699693	0.02477438	0.0252139	0.02855127	0.03195718	0.03278629	0.01656418	0.01344307	0.01923077	0.01473459	0.01278772	0.01408252	0.03015909	0.024124	0.04708364	0.03590306	0.02515723	0.02077598	0.03031739	0.03196089	0.07884919	0.03605553	0.01152366	0.01646981	0.02276679	0.03602738	0.04691224	0.03668746	0.03351008	0.03797721	0.02723259	0.03156068	0.0300242	0.01480604
ASV_2448	0.00997473	0.02402513	0.00326392	0.00517197	0.00892013	0.01437634	0.00207361	0.0168546	0.01063528	0.00179956	0.00172025	0.00168731	0.0017696	0.00672371	0.00167949	0.01198394	0.0182146	0.01242313	0.02539246	0.00641026	0.05157108	0.00426257	0.00938835	0.00188494	0.01407233	0.00753338	0.02194076	0.03870343	0.01211932	0.00378967	0.01316037	0.01153891	0.01802776	0.04609463	0.02823397	0.03518503	0.04083103	0.0525417	0.06336924	0.00985591	0.02398561	0.00972592	0.05410401	0.02295968	0.02115149
ASV_1282	0.00166246	0.00924044	0.01468764	0.02413585	0.00356805	0.04852014	0.08709176	0.04887833	0.1098979	0.02699347	0.02580379	0.04724463	0.02300478	0.01344741	0.27039737	0.02396788	0.02914337	0.09317349	0.00149367	0.01121795	0.04420378	0.03836317	0.05867718	0.00376989	0.02613433	0.02636684	0.06582228	0.05224964	0.01038799	0.20085268	0.01128032	0.00192315	0.01126735	0.01843785	0.02117547	0.00206971	0	0.00562947	0.00333522	0.00394236	0.0059964	0	0.04057801	0.02295968	0.0042303
ASV_126	1.22190451	0.10534097	0.43083752	0.50685286	0.13915401	0.33245278	0.74027994	0.34383375	0.45908962	0.16016124	0.1014949	0.0843654	0.49017873	1.21699081	0.09405126	0.28561727	0.31146974	1.03940203	1.01121749	0.33012821	1.30032784	0.20886616	1.80021593	1.10457664	0.45232495	0.84562216	0.26528373	0.34639574	0.51766824	0.16674562	1.22015416	0.90965037	1.14701641	0.90345479	0.60467743	0.57744846	0.15852048	0.22893171	1.2740553	0.79044371	0.41375175	1.36357447	0.44410379	0.4962823	0.40610855
ASV_1550	0.03989892	0.00739235	0.01142372	0.0327558	0.01962428	0.00539113	0.01036807	0.01348368	0.02836075	0.01259695	0.01720253	0.02530962	0.00530879	0.03025668	0.00839743	0.0339545	0.01457168	0.00414104	0.0059747	0.01282051	0.01841824	0.02770673	0.01173544	0.01696449	0.012062	0.01318342	0.01196769	0.04644412	0.01904465	0.02842255	0.00752021	0.00576945	0.04281594	0	0.00941132	0.00413942	0.00720548	0.01876489	0.00166761	0.00788473	0.0119928	0.01167111	0.01803467	0.00353226	0.01692119
ASV_1629	0	0	0.00163196	0.00172399	0.00535208	0.00718817	0	0.00505638	0	0.01079739	0	0	0.01592638	0.00504278	0.00167949	0.00199732	0.00546438	0.00414104	0.01643042	0.00160256	0	0.0341006	0	0.00376989	0.006031	0	0.00398923	0	0.00346266	0.00378967	0	0.00192315	0	0	0	0.07243977	0	0	0.00166761	0.00394236	0.0039976	0.00194518	0.01127167	0.16071775	0
ASV_1652	0	0.00924044	0.06201449	0.03620378	0.00535208	0.00718817	0.00622084	0	0.00709019	0.01799565	0.01204177	0.03880809	0.22473898	0.02353297	0.00839743	0.00599197	0.00546438	0.01242313	0.01941777	0	0	0.0170503	0	0.01130966	0.02211366	0.00188335	0.18150992	0.1025641	0.36704237	0.03789673	0.06580184	0.01538521	0.01126735	0.05531356	0.00470566	0.01241825	0.01441095	0.088195	0	0.00394236	0.0039976	0.00389037	0.00450867	0.02119355	0.01903634
ASV_5475	0	0	0.00163196	0	0	0	0	0.00168546	0	0	0	0.00168731	0	0.00168093	0	0.00399465	0.00182146	0	0.00448102	0.00320513	0	0	0	0	0.00201033	0	0	0	0.00173133	0	0.00940026	0	0	0.00230473	0.00705849	0.00206971	0.01441095	0	0.00166761	0	0.0019988	0.01361629	0.01127167	0.00353226	0
ASV_2417	0	0	0	0	0	0.00539113	0	0	0	0	0	0	0	0	0	0.00399465	0	0	0	0	0	0	0	0	0	0	0.00199461	0	0	0.00757935	0	0	0	0	0	0.00206971	0	0	0	0	0	0	0	0	0
ASV_1035	0.00997473	0.02032896	0.02284744	0.01379191	0.01605623	0.01437634	0.01658891	0.0084273	0.01772547	0.01439652	0.00688101	0.01181116	0.01415679	0.02353297	0.00839743	0.02995985	0.02185753	0.00828209	0.00448102	0.01602564	0.01657642	0.03623188	0.03285922	0.00753977	0.00804133	0.01506676	0.01196769	0.00580552	0.01731332	0.00757935	0.01880053	0.0076926	0.01352082	0	0.00705849	0.00620912	0.0192146	0.01501192	0.00500283	0.00788473	0.0079952	0.01556148	0.00901734	0.0123629	0
ASV_1632	0.00664982	0.00369617	0.00163196	0	0.00178403	0	0	0.00168546	0	0	0.00172025	0.00843654	0	0.00168093	0.00167949	0.00399465	0	0	0.03136716	0	0	0	0	0.00188494	0.07438233	0.00188335	0.01595692	0	0.01038799	0.00189484	0.00376011	3.20973884	0.03605553	1.08783332	0.02117547	0.03518503	0.0096073	0.00375298	0.00833806	0.02759654	0.0059964	0.03695851	0.02028901	0.00529839	0.00846059
ASV_3881	0.01828701	0.0147847	0.00489588	0.04999569	0.08563324	0.01078225	0.01036807	0.01179822	0.00531764	0.00539869	0.00860126	0.00168731	0.0017696	0.00672371	0.00167949	0.00399465	0.01457168	0.14286602	0.00896205	0.00641026	0.01841824	0.00639386	0.00938835	0.00565483	0.01407233	0.00753338	0.00797846	0.00774069	0.01211932	0.01705353	0.05264147	0	0.00676041	0.00460946	0.01411698	0.01241825	0.03122373	0.06567713	0.01167328	0.00788473	0.01599041	0.19451847	0.00450867	0.03179033	0.0042303
ASV_266	0.02327437	0.35483275	0.04243097	0.55167658	0.81886786	0.21205096	0.8750648	2.89899041	0.13116846	0.47688459	0.05332783	0.0624304	0.61051141	0.70767007	0.54415371	0.15978589	0.42075736	0.53419467	0.01643042	1.19070513	0.61516926	0.42199488	0.22297329	0.46181105	0.29551897	0.14690095	0.19347761	0.83792937	0.03116397	0.70677404	0.24440684	0	1.14926988	0.60383968	1.53169263	0.60435467	0.82382611	0.28147342	1.03558683	0.43957344	0.20787527	0.22758661	0.63346784	0.24372583	0.156521
ASV_104	0.03158665	0	0.00163196	0.00344798	0.02676039	0.00359408	0.01244168	0	0.00709019	0	0.00172025	0.01012385	0.0035392	0.00336185	0	0.10386083	0.00182146	0.01035261	0.00746837	0.01762821	0.00184182	0.01491901	0.00704126	0	0.41814929	0.01318342	0.00797846	0.00193517	0.00173133	0.00189484	0.00376011	0	0.00450694	0	0.00235283	0.20490107	0.00240183	0.02627085	0.00667045	0.00394236	0.0019988	0	0.00225433	0	0
ASV_1055	0	0	0	0	0	0.00179704	0	0	0	0	0.01720253	0	0.0017696	0	0.00503846	0	0.04735797	0	0	0	0	0.01065644	0	0	0.024124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1741	0.01994946	0.01293661	0.01142372	0.00689596	0.0071361	0.04852014	0.00414723	0.02528189	0.03899603	0.0557865	0.0361253	0.01349846	0.03008317	0.01849019	0.15955124	0.00599197	0.02367899	0	0.04182288	0.00480769	0.02946919	0.07033248	0.02816505	0.01130966	0.03216533	0.01883346	0.0139623	0.01741655	0.25623712	0.01515869	0.00752021	0.0076926	0.01577429	0.01152366	0.00705849	0.03311532	0.00720548	0.01876489	0.00833806	0.01182709	0.04197482	0.04473925	0.02930634	0.03885484	0.01903634
ASV_1127	0.03657401	0.04065792	0.13218879	0.96371002	0.48703905	0.24619476	0.25712805	0.00505638	0.23929382	0.13856647	0.1014949	1.29416529	0.25482216	0.17145451	0.15619227	0.01198394	0.71765542	0.20912272	0.06124065	0.37660256	0.34626294	0.01491901	0.19011407	0.08859232	0.018093	0.03578357	0.06981151	0.01741655	0.15408854	0.02463288	0.16544463	0.01730836	0.0833784	0.10140819	0.04470378	0.02897591	0.01200913	0.02064138	0.01334089	0.01182709	0.09194483	0.0505748	0.013526	0.08124194	0.08037565
ASV_3006	0.02327437	0.13491037	0.01795156	0.00172399	0.0071361	0.01976746	0.00414723	0.00337092	0.00709019	0.01079739	0.02580379	0.01518577	0.01238719	0.00672371	0.0503846	0.00599197	0.00728584	0.01449365	0.00149367	0.00961538	0.00920912	0.02131287	0.01173544	0.00753977	0.030155	0.01318342	0.00398923	0.01161103	0.00346266	0.00189484	0.01692047	0.0076926	0.01577429	0.00460946	0.03999812	0	0.0288219	0.00187649	0.00500283	0.00788473	0.0059964	0.00389037	0.01803467	0.00883065	0.01480604
ASV_655	0.01662455	0.04435409	0.04243097	0.01034394	0.00892013	0.03773788	0.04561949	0.02865281	0.04076858	0.00719826	0.02580379	0.01687308	0.08317112	0.03361853	0.04366666	0.01997324	0.00546438	0.10145558	0.01792409	0.01602564	0.05525472	0.01278772	0.03520631	0.00753977	0.01407233	0.05273368	0.02592999	0.00580552	0.04674596	0.0416864	0.06204174	0.04230932	0.11042005	0.20973058	0.62114724	0.05588211	0.18734238	0.01501192	0.31684621	0.07490489	0.06995803	0.07975257	0.06312135	0.06711291	0.08460595
ASV_466	0.04156138	0.00924044	0.01468764	0.0637876	0.02676039	0.02875267	0.01036807	0.04887833	0.05849404	0.07558171	0.01376202	0.03037155	0.00884799	0.01176649	0.04534614	0.01597859	0.03460775	0.01035261	0.02688614	0.03846154	0.03131101	0.01491901	0.00704126	0.0395838	0.02211366	0.01883346	0.01196769	0.02128689	0.02077598	0.05116059	0.01316037	0.04038617	0.038309	0.0437899	0.00470566	0.01655766	0.00240183	0.02064138	0.06837208	0.03745245	0.09994004	0.0252874	0.013526	0.00353226	0.01057574
ASV_379	0.18619497	0.04065792	0.2921209	0.01379191	0.01248818	0.06649056	0.02073613	0.01179822	0.20738798	0.05938563	0.19094803	0.06917963	0.05662715	0.0504278	0.06717947	0.08788224	0.05828673	0.03312835	0.00746837	0.07532051	0.33337017	0.09164535	0.17133737	0.15079545	0.036186	0.00941673	0.16156378	0.05611998	0.42071366	0.13832307	0.107163	0.02692411	0.038309	0.03457097	0.07529057	0.11590363	0.05284016	0.088195	0.13340893	0.11038615	0.11193284	0.05446517	0.01578034	0.02119355	0.22632091
ASV_1064	0.00332491	0.00184809	0.00326392	0.01206793	0.00356805	0.00359408	0.00622084	0.00337092	0.00886273	0.00899782	0.00688101	0.00843654	0	0	0.00671795	0.00599197	0	0	0.00149367	0.00480769	0.00368365	0.00852515	0.01173544	0.00565483	0.006031	0.01695011	0.00797846	0.00580552	0.01038799	0.01894837	0.00376011	0.0038463	0.00450694	0.01613312	0	0.00413942	0.00240183	0.00750596	0.03335223	0.00591354	0.0059964	0.00583555	0.00450867	0.00176613	0.01057574
ASV_943	0.01828701	0.00739235	0.01468764	0.00517197	0.00535208	0.0341438	0.03317781	0.09270027	0.0265882	0.00179956	0.01892278	0.02868424	0.02123518	0.00840463	0.0251923	0.07390097	0.00364292	0.01035261	0.01194939	0.01442308	0.01657642	0.04049446	0.00938835	0.00376989	0.00402067	0.00941673	0.0817792	0.09482342	0.00173133	0.00568451	0.04136116	0.01153891	0.01126735	0.00230473	0.01882264	0.00413942	0.01200913	0.00187649	0	0.00985591	0.0019988	0	0.02705201	0.04591936	0.00634545
ASV_684	0.01662455	0.00184809	0.01305568	0.01034394	0.00178403	0.01797042	0.00622084	0.00337092	0.01595292	0.00899782	0.00516076	0.00168731	0.00530879	0.01512834	0.00671795	0.00998662	0.0091073	0.00414104	0.00149367	0.01602564	0.01289277	0	0.00234709	0.00942472	0.03417566	0.0207168	0.0139623	0.02128689	0.00865666	0.00189484	0.02820079	0.03846302	0.01802776	0.01382839	0.03293963	0.02483649	0.0096073	0.00938245	0.04669313	0.03351008	0.01798921	0.08558813	0.03606934	0.01589516	0.01903634
ASV_4946	0.00997473	0.02402513	0.0163196	0	0.00178403	0.00718817	0.0311042	0.01854005	0.00354509	0.00539869	0.01548227	0.01012385	0.03008317	0.00168093	0.00671795	0.01198394	0.00546438	0.00414104	0	0.00160256	0	0.01065644	0.00234709	0.00188494	0	0	0.00398923	0	0.02077598	0	0.00188005	0.00192315	0.00676041	0.00230473	0.01411698	0	0.00240183	0	0	0.00591354	0.0019988	0.00583555	0.006763	0.00706452	0.00211515
ASV_1009	0.00664982	0.00369617	0.01142372	0.00861995	0.01427221	0	0.01036807	0.02359643	0.00886273	0.0251939	0.04300631	0.021935	0	0	0.01175641	0.00599197	0.0091073	0.00621157	0.00149367	0.02564103	0.02210189	0.00213129	0	0.02450426	0.02613433	0.03955026	0.00398923	0.02322206	0.01211932	0.02842255	0.00752021	0.0076926	0.00225347	0.01152366	0.00470566	0.00827883	0.00720548	0.01313543	0.11840043	0.01971181	0.0059964	0.00389037	0.00901734	0.00353226	0.11633318
ASV_3452	0.01828701	0.01663279	0.01468764	0.00344798	0.00892013	0.02695563	0	0.05056379	0.01240783	0.05398694	0.00860126	0.00168731	0.05839674	0.01849019	0.04366666	0.00998662	0.01457168	0.00207052	0.01493674	0.01442308	0.00552547	0.14705882	0.02112379	0.01130966	0.01005167	0	0.0139623	0.00387034	0.04155197	0.00947418	0.00188005	0.01730836	0.00225347	0.00691419	0.01176415	0.09520656	0	0.00187649	0	0.00788473	0.02198681	0.08169776	0.01578034	0.10950001	0.00634545
ASV_1738	0.0149621	0.00739235	0.00979176	0.00517197	0.0553048	0.02336155	0.00622084	0.0084273	0.01949801	0.05218737	0.01376202	0.01181116	0.0035392	0	0.00839743	0.00199732	0.00364292	0.00207052	0.01493674	0.00160256	0	0.0170503	0.00938835	0.08670738	0.12263032	0.01695011	0.01595692	0.00193517	0.01904465	0.00568451	0.00940026	0	0.00450694	0.0437899	0.01411698	0.12211276	0.00480365	0.00187649	0.00667045	0.00985591	0.009994	0.01167111	0.01578034	0.57222585	0.01692119
ASV_5073	0.00166246	0.00184809	0.00163196	0.07585553	0.00356805	0	0.00207361	0.01011276	0.01240783	0.01619608	0.00516076	0.00674923	0	0	0.00503846	0.00399465	0.00182146	0.00414104	0.0522786	0.00480769	0.00920912	0.00426257	0.00704126	0.02073437	0.012062	0.01130007	0.01196769	0.03870343	0.00173133	0.06252961	0	0.00192315	0.01352082	0.0507041	0.00941132	0	0.00480365	0.00187649	0.0433579	0.00394236	0.0019988	0	0	0	0.00846059
ASV_1474	0.00332491	0.00554426	0.00979176	0.00344798	0.01070415	0.00539113	0.00622084	0	0.00886273	0.00719826	0.01720253	0.00168731	0.00707839	0.00168093	0.00671795	0	0.01275022	0	0.00298735	0.00480769	0	0.01491901	0.00704126	0.00565483	0.02613433	0.00941673	0	0.00774069	0.01038799	0	0	0	0	0.01843785	0.00470566	0.00413942	0.00480365	0.00938245	0.00500283	0.00788473	0.0119928	0.01556148	0.013526	0.05475	0.01057574
ASV_401	0.259343	0.20883386	0.37045499	0.46030515	0.12844986	0.16532787	0.42509072	0.0792166	0.28538003	0.14036603	0.38361631	0.30540276	0.13095027	0.50259703	0.32246146	0.16178321	0.07650134	0.16771228	0.00298735	0.06410256	0.07183114	0.16197783	0.1666432	0.03392898	0.12464065	0.09981732	0.12167149	0.07934204	0.06579061	0.34486026	0.10904305	0.02884726	0.4484406	0.15441702	0.0847019	0.02069708	0.14891317	0.06380064	0.05002835	0.1162997	0.22386568	0.33457177	0.1330057	0.05475	0.13959981
ASV_1785	0.17455779	0.13860654	0.08975782	0.03620378	0.02854441	0.07008464	0.10368066	0.01516914	0.04608622	0.03959042	0.09289364	0.07930348	0.12741108	0.04034224	0.18138457	0.04593844	0.04371505	0.04762201	0.00448102	0.01762821	0.04236196	0.01278772	0.02112379	0.0263892	0.04623766	0.01318342	0.02991922	0.07934204	0.0761786	0.02463288	0.06016168	0.01538521	0.01802776	0.02304732	0.05882076	0.01862737	0.09847484	0.00750596	0.11673282	0.02759654	0.01798921	0.02917777	0.03156068	0.01589516	0.03172723
ASV_4141	0.01329964	0.02772131	0.01468764	0.01034394	0.02140831	0.01617338	0.02695697	0.01179822	0.06912933	0.01439652	0.02408354	0.00674923	0.00884799	0.01680927	0.01511538	0.01198394	0.10746617	0.01035261	0.01941777	0.02083333	0.03131101	0.03836317	0.03051213	0.00376989	0.01608266	0.00753338	0.0139623	0.00387034	0.01385066	0.00757935	0.01504042	0.00576945	0.03154858	0.02304732	0.04235095	0.11383393	0.01681278	0.02439436	0.00500283	0	0.0039976	0.35207843	0.00450867	0.0971371	0.0042303
ASV_944	0.01163719	0.01108852	0.00979176	0.00861995	0.01962428	0.01078225	0.01036807	0.01516914	0.02127056	0.03959042	0.01548227	0.01349846	0.02123518	0.00504278	0.03694871	0.01797591	0.01639314	0.00621157	0.00149367	0.02724359	0.02210189	0.00213129	0.00234709	0.01884943	0.01608266	0.01695011	0.00598384	0.00580552	0.00865666	0.00757935	0.00940026	0.0038463	0.00450694	0.00230473	0.00705849	0.00206971	0.0096073	0.00375298	0.01834373	0.03351008	0.0059964	0.00194518	0.02705201	0.00353226	0.02538178
